,subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name,authors_key,books_key
51,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282170A'}}]",Relations humaines,,,,,,,,[11300954],,,"{'type': '/type/datetime', 'value': '2021-06-24T12:28:32.348095'}","{'type': '/type/datetime', 'value': '2021-06-24T12:28:32.348095'}",{'key': '/type/work'},/works/OL24625398W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625398W
52,,[{'key': '/authors/OL9282170A'}],Relations humaines,['QUE SAIS JE'],128.0,paperback,"{'type': '/type/text', 'value': 'Source title: Relations humaines (les) (QUE SAIS-JE ?)'}",[{'key': '/works/OL24625398W'}],"Jan 08, 2001",['2130359582'],[11300954],Relations humaines,['9782130359586'],"{'type': '/type/datetime', 'value': '2021-06-24T12:28:32.348095'}","{'type': '/type/datetime', 'value': '2021-06-24T12:28:32.348095'}",{'key': '/type/edition'},/books/OL32672684M,1,1,['amazon:2130359582'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282170A,/books/OL32672684M
53,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9236699A'}}]",Just a Girl Who Loves Dogo Argentino,,,,,,,,[11300953],,,"{'type': '/type/datetime', 'value': '2021-06-24T12:24:49.773367'}","{'type': '/type/datetime', 'value': '2021-06-24T12:24:49.773367'}",{'key': '/type/work'},/works/OL24625397W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625397W
54,"Perfect Dogo Argentino Lover Gift For Girl. Cute Notebook for Dogo Argentino Lover. Gift it to your Sister, ... Who Loves Dogo Argentino. 100 Pages Notebook",[{'key': '/authors/OL9236699A'}],Just a Girl Who Loves Dogo Argentino,"['Independently published', 'Independently Published']",100.0,paperback,"{'type': '/type/text', 'value': 'Source title: Just a Girl Who Loves Dogo Argentino: Perfect Dogo Argentino Lover Gift For Girl. Cute Notebook for Dogo Argentino Lover. Gift it to your Sister, ... Who Loves Dogo Argentino. 100 Pages Notebook'}",[{'key': '/works/OL24625397W'}],"Nov 27, 2019",['1712478923'],[11300953],"Just a Girl Who Loves Dogo Argentino : Perfect Dogo Argentino Lover Gift For Girl. Cute Notebook for Dogo Argentino Lover. Gift it to your Sister, ... Who Loves Dogo Argentino. 100 Pages Notebook",['9781712478929'],"{'type': '/type/datetime', 'value': '2021-06-24T12:24:49.773367'}","{'type': '/type/datetime', 'value': '2021-06-24T12:24:49.773367'}",{'key': '/type/edition'},/books/OL32672634M,1,1,['amazon:1712478923'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9236699A,/books/OL32672634M
55,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8093300A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8093300A'}}]",Will Eisner - Itinéraires d'un rêveur - Intégrale,,,,,,,,[11300949],,,"{'type': '/type/datetime', 'value': '2021-06-24T12:20:13.390585'}","{'type': '/type/datetime', 'value': '2021-06-24T12:20:13.390585'}",{'key': '/type/work'},/works/OL24625396W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625396W
56,,"[{'key': '/authors/OL8093300A'}, {'key': '/authors/OL8093300A'}]",Will Eisner - Itinéraires d'un rêveur - Intégrale,['DELCOURT'],448.0,hardcover,"{'type': '/type/text', 'value': ""Source title: Will Eisner - Itinéraires d'un rêveur - Intégrale (Will Eisner Trilogie, Intégrale) (French Edition)""}",[{'key': '/works/OL24625396W'}],"Jun 16, 2021",['2413027963'],[11300949],,['9782413027966'],"{'type': '/type/datetime', 'value': '2021-06-24T12:20:13.390585'}","{'type': '/type/datetime', 'value': '2021-06-24T12:20:13.390585'}",{'key': '/type/edition'},/books/OL32672633M,1,1,['amazon:2413027963'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL8093300A,/books/OL32672633M
57,,,Payback,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-24T12:24:54.457172'}","{'type': '/type/datetime', 'value': '2021-06-24T12:19:48.093112'}",{'key': '/type/work'},/works/OL24625395W,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/works/OL24625395W
58,,,Payback,['Lionsgate'],,,,[{'key': '/works/OL24625395W'}],2021,,[11300951],,,"{'type': '/type/datetime', 'value': '2021-06-24T12:24:54.457172'}","{'type': '/type/datetime', 'value': '2021-06-24T12:19:48.093112'}",{'key': '/type/edition'},/books/OL32672632M,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/books/OL32672632M
59,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL6898992A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL1030434A'}}]",Martine au Louvre,,,,,,,,[11300948],,,"{'type': '/type/datetime', 'value': '2021-06-24T12:18:08.770000'}","{'type': '/type/datetime', 'value': '2021-06-24T12:18:08.770000'}",{'key': '/type/work'},/works/OL24625394W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625394W
60,,"[{'key': '/authors/OL6898992A'}, {'key': '/authors/OL1030434A'}]",Martine au Louvre,['CASTERMAN'],32.0,paperback,"{'type': '/type/text', 'value': 'Source title: Martine au Louvre (Albums, 61) (French Edition)'}",[{'key': '/works/OL24625394W'}],"Jun 23, 2021",['2203228717'],[11300948],,['9782203228719'],"{'type': '/type/datetime', 'value': '2021-06-24T12:18:08.770000'}","{'type': '/type/datetime', 'value': '2021-06-24T12:18:08.770000'}",{'key': '/type/edition'},/books/OL32672631M,1,1,['amazon:2203228717'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL6898992A,/books/OL32672631M
61,,,Professeur d'amour,,,,,,,,[11300947],,,"{'type': '/type/datetime', 'value': '2021-06-24T12:17:49.622347'}","{'type': '/type/datetime', 'value': '2021-06-24T12:17:49.622347'}",{'key': '/type/work'},/works/OL24625393W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/works/OL24625393W
62,,,Professeur d'amour,,,paperback,,[{'key': '/works/OL24625393W'}],,['2268018717'],[11300947],,['9782268018713'],"{'type': '/type/datetime', 'value': '2021-06-24T12:17:49.622347'}","{'type': '/type/datetime', 'value': '2021-06-24T12:17:49.622347'}",{'key': '/type/edition'},/books/OL32672630M,1,1,['amazon:2268018717'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/books/OL32672630M
63,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9162728A'}}]",Ergebnisse im Badminton – Schwedisch U 17 International 2018,,,,,,,,[11300946],,,"{'type': '/type/datetime', 'value': '2021-06-24T12:14:51.843344'}","{'type': '/type/datetime', 'value': '2021-06-24T12:14:51.843344'}",{'key': '/type/work'},/works/OL24625392W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625392W
64,,[{'key': '/authors/OL9162728A'}],Ergebnisse im Badminton – Schwedisch U 17 International 2018,"['Independently published', 'Independently Published']",24.0,paperback,"{'type': '/type/text', 'value': 'Source title: Ergebnisse im Badminton – Schwedisch U 17 International 2018 (Sportstatistik) (German Edition)'}",[{'key': '/works/OL24625392W'}],"Oct 13, 2019",['1699558396'],[11300946],,['9781699558393'],"{'type': '/type/datetime', 'value': '2021-06-24T12:14:51.843344'}","{'type': '/type/datetime', 'value': '2021-06-24T12:14:51.843344'}",{'key': '/type/edition'},/books/OL32672629M,1,1,['amazon:1699558396'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9162728A,/books/OL32672629M
65,coloring book for kid,[{'key': '/authors/OL9280878A'}],Happy Halloween,"['Independently published', 'Independently Published']",121.0,paperback,"{'type': '/type/text', 'value': 'Source title: Happy Halloween: coloring book for kid (halloween62)'}",[{'key': '/works/OL24622369W'}],"Sep 21, 2019",['1694643387'],[11300944],Happy Halloween coloring book for kid,['9781694643384'],"{'type': '/type/datetime', 'value': '2021-06-24T12:10:40.203870'}","{'type': '/type/datetime', 'value': '2021-06-24T12:10:40.203870'}",{'key': '/type/edition'},/books/OL32672628M,1,1,['amazon:1694643387'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9280878A,/books/OL32672628M
66,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7546088A'}}]",Soon To Be Daddy,,,,,,,,[11300942],,,"{'type': '/type/datetime', 'value': '2021-06-24T12:02:56.548690'}","{'type': '/type/datetime', 'value': '2021-06-24T12:02:56.548690'}",{'key': '/type/work'},/works/OL24625391W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625391W
67,5 Column Ledger,[{'key': '/authors/OL7546088A'}],Soon To Be Daddy,"['Independently published', 'Independently Published']",100.0,paperback,"{'type': '/type/text', 'value': 'Source title: Soon To Be Daddy: 5 Column Ledger'}",[{'key': '/works/OL24625391W'}],"Aug 13, 2019",['1686053096'],[11300942],Soon To Be Daddy 5 Column Ledger,['9781686053092'],"{'type': '/type/datetime', 'value': '2021-06-24T12:02:56.548690'}","{'type': '/type/datetime', 'value': '2021-06-24T12:02:56.548690'}",{'key': '/type/edition'},/books/OL32672626M,1,1,['amazon:1686053096'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546088A,/books/OL32672626M
68,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3303662A'}}]",Le saut de l'ombre,,,,,,,,[11300939],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:34.536503'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:34.536503'}",{'key': '/type/work'},/works/OL24625390W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625390W
69,,[{'key': '/authors/OL3303662A'}],Le saut de l'ombre,['TINTA BLAVA'],,paperback,"{'type': '/type/text', 'value': ""Source title: Le saut de l'ombre (French Edition)""}",[{'key': '/works/OL24625390W'}],"Mar 16, 2005",['2952027854'],[11300939],,['9782952027854'],"{'type': '/type/datetime', 'value': '2021-06-24T11:59:34.536503'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:34.536503'}",{'key': '/type/edition'},/books/OL32672625M,1,1,['amazon:2952027854'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL3303662A,/books/OL32672625M
70,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL5910828A'}}]",Dans la ville en chantier – Traduit du catalan par Marie José Castaing,,,,,,,,[11300938],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:24.963498'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:24.963498'}",{'key': '/type/work'},/works/OL24625389W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625389W
71,,[{'key': '/authors/OL5910828A'}],Dans la ville en chantier – Traduit du catalan par Marie José Castaing,['TINTA BLAVA'],,paperback,"{'type': '/type/text', 'value': 'Source title: Dans la ville en chantier – Traduit du catalan par Marie José Castaing (French Edition)'}",[{'key': '/works/OL24625389W'}],"Mar 24, 2004",['2952027811'],[11300938],,['9782952027816'],"{'type': '/type/datetime', 'value': '2021-06-24T11:59:24.963498'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:24.963498'}",{'key': '/type/edition'},/books/OL32672624M,1,1,['amazon:2952027811'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL5910828A,/books/OL32672624M
72,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}",{'key': '/type/author'},/authors/OL9282169A,1,1,['amazon:2952027846'],Marti rossello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282169A
73,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282169A'}}]",Anna K.,,,,,,,,[11300937],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}",{'key': '/type/work'},/works/OL24625388W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625388W
74,,[{'key': '/authors/OL9282169A'}],Anna K.,['TINTA BLAVA'],,paperback,"{'type': '/type/text', 'value': 'Source title: Anna K. (French Edition)'}",[{'key': '/works/OL24625388W'}],"Mar 16, 2005",['2952027846'],[11300937],Anna K.,['9782952027847'],"{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}",{'key': '/type/edition'},/books/OL32672623M,1,1,['amazon:2952027846'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282169A,/books/OL32672623M
75,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL90082A'}}]",Petit à petit l'oiseau fait son nid,,,,,,,,[11300936],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:22.714901'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:22.714901'}",{'key': '/type/work'},/works/OL24625387W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625387W
76,,[{'key': '/authors/OL90082A'}],Petit à petit l'oiseau fait son nid,['TINTA BLAVA'],,paperback,"{'type': '/type/text', 'value': ""Source title: Petit à petit l'oiseau fait son nid (French Edition)""}",[{'key': '/works/OL24625387W'}],"Mar 16, 2005",['295202782X'],[11300936],,['9782952027823'],"{'type': '/type/datetime', 'value': '2021-06-24T11:59:22.714901'}","{'type': '/type/datetime', 'value': '2021-06-24T11:59:22.714901'}",{'key': '/type/edition'},/books/OL32672622M,1,1,['amazon:295202782X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL90082A,/books/OL32672622M
77,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}","{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}",{'key': '/type/author'},/authors/OL9282168A,1,1,['amazon:2374370569'],NICOLAS DE LA BRETECHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282168A
78,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282168A'}}]",A la table des tsars,,,,,,,,[11300934],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}","{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}",{'key': '/type/work'},/works/OL24625386W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625386W
79,,[{'key': '/authors/OL9282168A'}],A la table des tsars,['MACHA'],,hardcover,"{'type': '/type/text', 'value': 'Source title: A la table des tsars (Beaux livres)'}",[{'key': '/works/OL24625386W'}],"Oct 29, 2019",['2374370569'],[11300934],,['9782374370569'],"{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}","{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}",{'key': '/type/edition'},/books/OL32672621M,1,1,['amazon:2374370569'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282168A,/books/OL32672621M
80,,,Jeux à Trez,,,,,,,,[11300932],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:52:50.631544'}","{'type': '/type/datetime', 'value': '2021-06-24T11:52:50.631544'}",{'key': '/type/work'},/works/OL24625385W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/works/OL24625385W
81,,,Jeux à Trez,,,paperback,,[{'key': '/works/OL24625385W'}],,['2723403149'],[11300932],,['9782723403146'],"{'type': '/type/datetime', 'value': '2021-06-24T11:52:50.631544'}","{'type': '/type/datetime', 'value': '2021-06-24T11:52:50.631544'}",{'key': '/type/edition'},/books/OL32672620M,1,1,['amazon:2723403149'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/books/OL32672620M
82,Glaube und Wissenschaft in einer Welt ohne Gott,,Anarchie und Evolution,['Riva'],286.0,Hardcover,,[{'key': '/works/OL15488626W'}],2011,['3868831584'],[11300941],,['9783868831580'],"{'type': '/type/datetime', 'value': '2021-06-24T12:02:13.657998'}","{'type': '/type/datetime', 'value': '2021-06-24T11:52:15.226680'}",{'key': '/type/edition'},/books/OL32672619M,3,3,,,,"['Munich, Germany']","{'dnb': ['1011786303'], 'google': ['G34e9wvVIm0C'], 'goodreads': ['18373967'], 'librarything': ['10287787']}",,,,,"[{'name': 'Steve Olson', 'role': 'Contributor'}, {'role': 'Translator', 'name': 'Chris Wilpert'}]",1. Auflage,['760138172'],[{'key': '/languages/ger'}],,,,,"{'type': '/type/text', 'value': 'Viele kennen Greg Graffin als Frontmann der Punkrockband Bad Religion. Nur wenige wissen, dass er ein naturwissenschaftliches Studium mit dem Doktorgrad abgeschlossen hat und an der Universität von Kalifornien in Los Angeles Evolutionsbiologie lehrt. In War Darwin ein Punk? schlägt Graffin eine Brücke zwischen Kunst und Wissenschaft. Als Jugendlicher - in einer Zeit, als er ""jede Nacht Drogen, Sex und Ärger hätte haben können"" - entdeckte Graffin, dass das Studium der Evolution ihm eine Grundstruktur für den Sinn des Lebens aufzeigte. In diesem provokanten und sehr persönlichen Buch beschreibt er seine Reifung als Künstler und die Entwicklung seiner naturalistischen Weltanschauung. Während der Streit zwischen Religion und Wissenschaft häufig aus extremen Blickwinkeln dargestellt wird, zeigt sein Buch neue, detaillierte Einsichten zu der immerwährenden Debatte um Atheismus und den Sinn des Lebens. Es ist ein Buch für jeden, der sich schon einmal gefragt hat, ob Gott wirklich existiert.'}",,,,,,,,22 x  x  centimeters,,,"Anarchy Evolution: Faith, Science, and Bad Religion in a World Without God",Greg Graffin. Mit Steve Olson. [Übers.: Chris Wilpert],[{'key': '/languages/eng'}],,,,,,,/books/OL32672619M
83,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}","{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",{'key': '/type/author'},/authors/OL9282165A,1,1,['amazon:1670168328'],John Dromey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282165A
84,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}","{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",{'key': '/type/author'},/authors/OL9282166A,1,1,['amazon:1670168328'],J. Askew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282166A
85,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}","{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",{'key': '/type/author'},/authors/OL9282167A,1,1,['amazon:1670168328'],Thriller Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282167A
86,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8356692A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3003747A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8513240A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8464672A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7478878A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282165A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282166A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3741148A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL5656224A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282167A'}}]",Thriller Magazine,,,,,,,,[11300930],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}","{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",{'key': '/type/work'},/works/OL24625384W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625384W
87,,"[{'key': '/authors/OL8356692A'}, {'key': '/authors/OL3003747A'}, {'key': '/authors/OL8513240A'}, {'key': '/authors/OL8464672A'}, {'key': '/authors/OL7478878A'}, {'key': '/authors/OL9282165A'}, {'key': '/authors/OL9282166A'}, {'key': '/authors/OL3741148A'}, {'key': '/authors/OL5656224A'}, {'key': '/authors/OL9282167A'}]",Thriller Magazine,"['Independently published', 'Independently Published']",70.0,paperback,"{'type': '/type/text', 'value': 'Source title: Thriller Magazine (Volume 2, Issue 2)'}",[{'key': '/works/OL24625384W'}],"Dec 12, 2019",['1670168328'],[11300930],,['9781670168320'],"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}","{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",{'key': '/type/edition'},/books/OL32672618M,1,1,['amazon:1670168328'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL8356692A,/books/OL32672618M
88,(obras maestras de la Galería Caylus),,Del gótico al neoclasicismo,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-24T11:48:49.005811'}","{'type': '/type/datetime', 'value': '2021-06-24T11:47:42.720949'}",{'key': '/type/work'},/works/OL24625383W,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/works/OL24625383W
89,,,Del gótico al neoclasicismo : (obras maestras de la Galería Caylus),"['Caja Salamanca y Soria,']",,,,[{'key': '/works/OL24625383W'}],1995,,[11300928],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:48:49.005811'}","{'type': '/type/datetime', 'value': '2021-06-24T11:47:42.720949'}",{'key': '/type/edition'},/books/OL32672617M,3,3,,,,,,139 p. : il. col. ; 30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/books/OL32672617M
90,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL1103623A'}}]",Les histoires du maine,,,,,,,,[11300926],,,"{'type': '/type/datetime', 'value': '2021-06-24T11:47:20.416695'}","{'type': '/type/datetime', 'value': '2021-06-24T11:47:20.416695'}",{'key': '/type/work'},/works/OL24625382W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625382W
